value,cued,prepost
312.82628812534057,cued,post
329.8156487038343,cued,post
324.89004109017463,cued,post
379.1331735797243,cued,post
393.01337177549254,cued,post
311.4657460308227,cued,post
417.73747923271407,cued,post
330.594327467124,cued,post
374.522078022592,cued,post
343.7310232968809,cued,post
392.71834406119524,cued,post
372.13535081806714,cued,post
284.2084459954396,cued,post
362.5450104740756,cued,post
318.5756121056555,cued,post
332.6592343990936,cued,post
293.06126497112854,cued,post
324.72598287700015,cued,post
351.7051790236898,cued,post
306.87055223962807,cued,post
338.76215370722736,cued,post
317.32484590256445,cued,post
352.6427026763908,cued,post
397.4181610809058,cued,post
397.38522919211374,cued,post
427.3690329404545,cued,post
360.47397175944576,cued,post
332.50227318757646,cued,post
371.2193038392274,cued,post
335.7834575455054,cued,post
322.4400256800685,cued,post
286.0892310639271,cued,post
291.35373248799976,cued,post
358.89756510208593,cued,post
335.5664319184744,cued,post
276.09378634726994,cued,post
258.3478016691924,cued,post
271.48364156116253,cued,post
292.49419578278474,cued,post
383.8311282083416,cued,post
328.68827531113067,cued,post
366.8824345099342,cued,post
340.43629076316114,cued,post
327.7346262122747,cued,post
339.08323868779064,cued,post
374.2187314019406,cued,post
328.0235329699394,cued,post
369.58220396562206,cued,post
337.11902933313013,cued,post
316.76766498224157,cued,post
375.5543240047841,cued,post
293.3615179259589,cued,post
370.8301632370338,cued,post
311.95208601780774,cued,post
294.7882345010291,cued,post
347.5582006912488,cued,post
323.5542748969205,cued,post
263.0933900819172,cued,post
351.6491191300581,cued,post
248.44945616783488,cued,post
325.11612017771375,cued,post
262.2482892134906,cued,post
325.0798500844829,cued,post
272.57995460657696,cued,post
271.95324627184846,cued,post
305.53259771293386,cued,post
309.5873729168615,cued,post
282.78014834874335,cued,post
365.56002971171966,cued,post
312.2551182771985,cued,post
334.2155163950455,cued,post
358.5017509648319,cued,post
337.28051578387414,cued,post
348.9840216483098,cued,post
371.77836009803485,cued,post
324.3082872375589,cued,post
291.9052549285371,cued,post
353.76087453987253,cued,post
328.4841603951456,cued,post
385.9318764679893,cued,post
316.75405006172963,cued,post
353.1168343906666,cued,post
379.7849966032616,cued,post
341.4029566908712,cued,post
391.9606547669135,cued,post
297.88858754923086,cued,post
345.1743671460717,cued,post
318.18434980969965,cued,post
353.4124371992891,cued,post
315.1232592500125,cued,post
345.37349162657347,cued,post
308.2150292444134,cued,post
302.68956964519106,cued,post
322.93163843947167,cued,post
280.32534178494586,cued,post
350.71834731707116,cued,post
368.0305136995442,cued,post
401.1356347756161,cued,post
331.5007411503063,cued,post
236.86948721759276,cued,post
301.07905986434884,cued,post
338.315505458469,cued,post
307.40066498738986,cued,post
348.1741091880627,cued,post
308.02724356616085,cued,post
311.2213696475121,cued,post
359.03922903646867,cued,post
358.2510842959617,cued,post
400.5186376766374,cued,post
295.71385127991806,cued,post
363.1914114476358,cued,post
340.2364043875255,cued,post
353.6805217495046,cued,post
345.8255757288426,cued,post
286.65287799493206,cued,post
158.52662937495157,cued,post
256.2025887561468,cued,post
247.35768501635516,cued,post
302.61047540611577,cued,post
209.9149514493112,cued,post
221.3504841184459,cued,post
276.1630199100517,cued,post
391.65976722407913,cued,post
322.90471281038805,cued,post
310.1827321974776,cued,post
292.58690404972174,cued,post
291.88027687172263,cued,post
315.1647664128354,cued,post
341.387461207946,cued,post
386.11129073958205,cued,post
351.25651536675167,cued,post
309.2899607035724,cued,post
313.5137600525762,cued,post
310.7691687476727,cued,post
318.1126610359957,cued,post
340.377300284134,cued,post
379.8968903684583,cued,post
396.4626319019607,cued,post
325.1082800657523,cued,post
307.49153224261124,cued,post
305.75147455878374,cued,post
48.47295257492112,uncued,pre
43.08206469664203,uncued,pre
43.62905920599554,uncued,pre
51.84774201778487,uncued,pre
47.989785021215035,uncued,pre
66.75680898124325,uncued,pre
58.55184766064739,uncued,pre
46.51321515083583,uncued,pre
55.57962793828525,uncued,pre
40.784833222584936,uncued,pre
63.23974882903886,uncued,pre
50.564875805391615,uncued,pre
57.646334170729375,uncued,pre
40.97957439948929,uncued,pre
47.744462787260524,uncued,pre
43.47106028727929,uncued,pre
63.81669706868951,uncued,pre
46.30294437241605,uncued,pre
47.190206297603005,uncued,pre
58.03905321227783,uncued,pre
45.36888359469049,uncued,pre
46.81975947952059,uncued,pre
46.178719631362895,uncued,pre
51.527384337828096,uncued,pre
57.35777366550621,uncued,pre
57.607776559019136,uncued,pre
52.109885595111145,uncued,pre
51.41060322568935,uncued,pre
56.203924190182754,uncued,pre
46.27492392163638,uncued,pre
53.22069632265024,uncued,pre
50.38559770661948,uncued,pre
52.12913411815532,uncued,pre
53.27709177992261,uncued,pre
63.10310114093259,uncued,pre
51.385577198826034,uncued,pre
50.69816284650157,uncued,pre
56.64581244722502,uncued,pre
50.559888595833854,uncued,pre
54.41340146419782,uncued,pre
61.32885097665596,uncued,pre
61.145442405508796,uncued,pre
75.28253694203677,uncued,pre
53.95005303686005,uncued,pre
60.91289562756583,uncued,pre
44.59044364838511,uncued,pre
50.670004495972016,uncued,pre
60.760212272949936,uncued,pre
47.2931762773456,uncued,pre
39.53574940687648,uncued,pre
46.30531616221535,uncued,pre
52.163202483094075,uncued,pre
42.7288051855663,uncued,pre
51.908399612914735,uncued,pre
42.719274448130705,uncued,pre
50.247799599942915,uncued,pre
55.97265123576287,uncued,pre
51.739139447899426,uncued,pre
59.404805801168344,uncued,pre
51.83712395059845,uncued,pre
51.94891524835949,uncued,pre
61.62556124125924,uncued,pre
59.390235848366444,uncued,pre
45.565776813558614,uncued,pre
47.20002241668931,uncued,pre
63.38173413563994,uncued,pre
60.87488289773077,uncued,pre
60.06528898618359,uncued,pre
53.55064045895281,uncued,pre
48.963263570899066,uncued,pre
45.43800189291181,uncued,pre
54.87609769328659,uncued,pre
49.298590900401145,uncued,pre
47.02412470138113,uncued,pre
49.339691164263996,uncued,pre
55.29994811226328,uncued,pre
40.52736576990464,uncued,pre
63.60411448248596,uncued,pre
57.69201083853674,uncued,pre
59.99640010461778,uncued,pre
59.20425187217924,uncued,pre
51.923604707025596,uncued,pre
54.85614161568994,uncued,pre
49.78620220487514,uncued,pre
61.64656533050813,uncued,pre
51.80865004896331,uncued,pre
43.99971058032681,uncued,pre
55.04713541273478,uncued,pre
74.8915825016605,uncued,pre
45.65102286433058,uncued,pre
59.38937181296942,uncued,pre
58.8914024282794,uncued,pre
51.559119266330335,uncued,pre
54.8575604534291,uncued,pre
39.871362626117126,uncued,pre
51.79429518031248,uncued,pre
56.164317458203065,uncued,pre
48.48244526321253,uncued,pre
42.359171962618,uncued,pre
62.16089322126144,uncued,pre
59.930657762925556,uncued,pre
55.655904186733814,uncued,pre
48.97759327340666,uncued,pre
50.03787337003022,uncued,pre
53.52445761229802,uncued,pre
50.78153313976093,uncued,pre
52.25076217971502,uncued,pre
53.53097305775413,uncued,pre
43.635806752536844,uncued,pre
54.468683300138274,uncued,pre
64.86052818308745,uncued,pre
56.16003496596261,uncued,pre
52.67623766787033,uncued,pre
46.305178858450745,uncued,pre
55.33860608870796,uncued,pre
49.29776572200304,uncued,pre
41.984875908984996,uncued,pre
65.14333126927801,uncued,pre
50.810103122374436,uncued,pre
67.44822531483952,uncued,pre
40.78978096789332,uncued,pre
50.11044372792096,uncued,pre
50.755273980316275,uncued,pre
46.73934951455367,uncued,pre
57.756664047889984,uncued,pre
55.18374965738133,uncued,pre
56.4547974002179,uncued,pre
53.559349996939886,uncued,pre
55.40118903818432,uncued,pre
53.68962984767199,uncued,pre
50.60995783402203,uncued,pre
47.948319556039024,uncued,pre
35.58789111830517,uncued,pre
53.74072742363031,uncued,pre
38.97880169810848,uncued,pre
57.34184242389506,uncued,pre
78.07297455050401,uncued,pre
44.470478241359736,uncued,pre
47.4405239845909,uncued,pre
46.90234065216219,uncued,pre
42.51662805755604,uncued,pre
42.65182041602835,uncued,pre
50.783588666936105,uncued,pre
79.79094665046084,uncued,pre
45.31647245587436,uncued,pre
55.37709701615202,uncued,pre
43.14232071914241,uncued,pre
59.843931904067055,uncued,pre
46.52636595114845,uncued,pre
63.070737906709276,uncued,pre
56.73473497412516,uncued,pre
44.30024082237765,uncued,pre
48.94655340201246,uncued,pre
53.90194826074801,uncued,pre
55.0717066405972,uncued,pre
49.683713351324634,uncued,pre
44.280552837192374,uncued,pre
44.83893666826967,uncued,pre
51.49174681544029,uncued,pre
46.368279287279705,uncued,pre
48.10632430833448,uncued,pre
56.627375653283,uncued,pre
52.47375332246495,uncued,pre
57.66367116579122,uncued,pre
44.74941978920712,uncued,pre
46.91838779436424,uncued,pre
45.830899546625155,uncued,pre
55.176475703516644,uncued,pre
51.89485538120304,uncued,pre
64.20445207375266,uncued,pre
65.73495999495955,uncued,pre
45.6478097081119,uncued,pre
53.08126575816309,uncued,pre
66.40351126473495,uncued,pre
48.703716350254695,uncued,post
48.935384838657505,uncued,post
60.681404139537335,uncued,post
84.47096529695466,uncued,post
58.62700336873042,uncued,post
59.136807224624825,uncued,post
57.09550075402304,uncued,post
61.38261089910725,uncued,post
67.4255169865092,uncued,post
67.25186288385991,uncued,post
64.14243215503008,uncued,post
54.05182652719973,uncued,post
72.0934627695111,uncued,post
45.74574213496811,uncued,post
64.75859099875053,uncued,post
52.22718781051751,uncued,post
52.719381012814154,uncued,post
61.455044283656754,uncued,post
55.840276950795136,uncued,post
46.076015474354044,uncued,post
75.85855566939705,uncued,post
65.32749256048773,uncued,post
61.704709645385776,uncued,post
64.13200893451541,uncued,post
52.570472102567386,uncued,post
65.85084018632318,uncued,post
53.702310468071744,uncued,post
70.01784303713598,uncued,post
51.377236127442764,uncued,post
61.71536164190467,uncued,post
74.6677483333706,uncued,post
60.902482731214185,uncued,post
79.3209129361131,uncued,post
55.62769806639463,uncued,post
64.6052984859612,uncued,post
58.550193704067105,uncued,post
63.38218275296745,uncued,post
72.53310541780891,uncued,post
62.93183707389027,uncued,post
81.58394619934063,uncued,post
61.525529444786706,uncued,post
66.51603932522723,uncued,post
72.68830686784491,uncued,post
60.9637448265214,uncued,post
58.300346344561284,uncued,post
57.60822582435489,uncued,post
58.69481854748739,uncued,post
49.87371781109507,uncued,post
72.25170913523527,uncued,post
59.237070893608625,uncued,post
56.34146635478873,uncued,post
65.69305173981955,uncued,post
73.53421911922774,uncued,post
74.05453745050382,uncued,post
45.64607784256183,uncued,post
54.99545210708259,uncued,post
79.36515509801188,uncued,post
61.478232602905955,uncued,post
75.38595961031076,uncued,post
59.86229540445462,uncued,post
70.07278126982187,uncued,post
72.39381617206077,uncued,post
56.81578218440421,uncued,post
63.68438739146578,uncued,post
66.27476841320184,uncued,post
57.3248424805824,uncued,post
54.090432287962535,uncued,post
54.323857913057054,uncued,post
58.50161018322098,uncued,post
52.34102740671603,uncued,post
58.83878145142174,uncued,post
55.23269582960833,uncued,post
65.63323322180061,uncued,post
56.99358491387352,uncued,post
73.04185028375956,uncued,post
65.48771413778167,uncued,post
73.58573660075763,uncued,post
74.35677951511086,uncued,post
72.02542000555151,uncued,post
67.7164544375504,uncued,post
63.135577988692944,uncued,post
72.56128031387989,uncued,post
56.72995449731462,uncued,post
64.17562020730624,uncued,post
89.8754224408574,uncued,post
66.16836872258335,uncued,post
54.28733882628138,uncued,post
55.692789133873646,uncued,post
61.689584984557825,uncued,post
56.23835151631378,uncued,post
56.01337194354618,uncued,post
60.12137946064647,uncued,post
52.5871521881715,uncued,post
67.33591613131226,uncued,post
58.602867542387024,uncued,post
62.25715729946511,uncued,post
75.22193113308963,uncued,post
53.06211518165148,uncued,post
55.42082304833675,uncued,post
69.68051313684855,uncued,post
57.80404954749429,uncued,post
62.61140470710237,uncued,post
55.04867603911533,uncued,post
55.59201714610188,uncued,post
61.986310236043,uncued,post
58.278702399646,uncued,post
71.8924339930788,uncued,post
68.08312811351965,uncued,post
60.869768414483694,uncued,post
75.4626814703467,uncued,post
66.99027229387131,uncued,post
64.36952700435336,uncued,post
62.29338823115336,uncued,post
63.768162497675895,uncued,post
70.03694732456047,uncued,post
68.07918221607308,uncued,post
63.18490304525033,uncued,post
76.12154420408555,uncued,post
57.52206786866041,uncued,post
64.99833605738912,uncued,post
66.22551447308776,uncued,post
62.693175768190805,uncued,post
51.88180439208018,uncued,post
53.18512086743191,uncued,post
71.49788354568894,uncued,post
57.80150823041236,uncued,post
92.38701556927718,uncued,post
57.37862168035358,uncued,post
76.36954111945202,uncued,post
69.1573778388289,uncued,post
64.54764757153619,uncued,post
61.62178792205967,uncued,post
61.29502986348478,uncued,post
59.85933831132613,uncued,post
65.23460766458567,uncued,post
64.67202461526986,uncued,post
71.03333475821857,uncued,post
71.31510766728255,uncued,post
61.56005548264045,uncued,post
60.26605245675962,uncued,post
59.5906490925771,uncued,post
64.50670036493318,uncued,post
55.6419362996647,uncued,post
61.77462178521163,uncued,post
63.60831608844546,uncued,post
61.47566919657385,uncued,post
69.50086822114467,uncued,post
64.02954262988355,uncued,post
44.44994234727354,uncued,post
51.22719541318594,uncued,post
52.87913326971136,uncued,post
57.84271989033243,uncued,post
46.94378245637204,uncued,post
47.92298733203364,uncued,post
60.36674166661203,uncued,post
75.92336300507606,uncued,post
66.10116270746916,uncued,post
65.76400572638393,uncued,post
59.46310534242446,uncued,post
55.45792091342051,uncued,post
66.70925208859072,uncued,post
57.60259715924491,uncued,post
64.08502232931748,uncued,post
57.66367116579122,uncued,post
70.37395763999098,uncued,post
58.2258257669772,uncued,post
55.784730612928705,uncued,post
58.42651100524578,uncued,post
56.259126417401,uncued,post
73.812682054002,uncued,post
74.32799894164783,uncued,post
63.99806386635137,uncued,post
57.496063287907354,uncued,post
65.40341868101359,uncued,post
