cued,coh_with,timepoint,ITcoherence,time
60,56,242,-1.0214533393230303,0.004166666666666652
60,56,243,-1.0062471847284384,0.006250000000000089
60,56,244,-0.9922359311889857,0.008333333333333304
60,56,245,-0.9781804425618879,0.01041666666666674
60,56,246,-0.9645032536688662,0.012499999999999956
60,56,247,-0.9508275127644772,0.014583333333333393
60,56,248,-0.9356323718326337,0.016666666666666607
60,56,249,-0.9201616440447891,0.018750000000000044
60,56,250,-0.9035910658040036,0.02083333333333326
60,56,251,-0.8866221658150036,0.022916666666666696
60,56,252,-0.8706589364701401,0.02499999999999991
60,56,253,-0.8545188495921116,0.027083333333333348
60,56,254,-0.8394351820087467,0.029166666666666563
60,56,255,-0.8243557231490789,0.03125
60,56,256,-0.8081295752174571,0.03333333333333344
60,56,257,-0.7917684126647816,0.03541666666666665
60,56,258,-0.773696681515208,0.03750000000000009
60,56,259,-0.7552778598917819,0.039583333333333304
60,56,260,-0.7373327350795572,0.04166666666666674
60,56,261,-0.7190970562937985,0.043749999999999956
60,56,262,-0.7024389168260272,0.04583333333333339
60,56,263,-0.6857118877213509,0.04791666666666661
60,56,264,-0.6685380975644621,0.050000000000000044
60,56,265,-0.6513392914067202,0.05208333333333326
60,56,266,-0.6320818461116553,0.054166666666666696
60,56,267,-0.6126116956456511,0.05624999999999991
60,56,268,-0.5928295596419733,0.05833333333333335
60,56,269,-0.572716537572402,0.06041666666666656
60,56,270,-0.5543823998429576,0.0625
60,56,271,-0.5358617556352525,0.06458333333333344
60,56,272,-0.5177929995178134,0.06666666666666665
60,56,273,-0.49973976516931645,0.06875000000000009
60,56,274,-0.4796808736756003,0.0708333333333333
60,56,275,-0.4595890315900112,0.07291666666666674
60,56,276,-0.4383206920871213,0.07499999999999996
60,56,277,-0.4167888644333099,0.07708333333333339
60,56,278,-0.3968290730835541,0.07916666666666661
60,56,279,-0.3765744798169909,0.08125000000000004
60,56,280,-0.35767154086978376,0.08333333333333326
60,56,281,-0.338739896048567,0.0854166666666667
60,56,282,-0.31829686264765517,0.08749999999999991
60,56,283,-0.29798847924349187,0.08958333333333335
60,56,284,-0.2757732422153298,0.09166666666666656
60,56,285,-0.2534692230362226,0.09375
60,56,286,-0.23213844877805156,0.09583333333333344
60,56,287,-0.21047317714993966,0.09791666666666665
60,56,288,-0.19084910224720544,0.10000000000000009
60,56,289,-0.17108460794473207,0.1020833333333333
60,56,290,-0.15067068076402793,0.10416666666666674
60,56,291,-0.13048880565407792,0.10624999999999996
60,56,292,-0.10799487797045007,0.10833333333333339
60,56,293,-0.08565527614727689,0.11041666666666661
60,56,294,-0.06341719396636672,0.11250000000000004
60,56,295,-0.04091673936568335,0.11458333333333326
60,56,296,-0.020770759225176356,0.1166666666666667
60,56,297,-0.0003528571455507501,0.11874999999999991
60,56,298,0.0196528633075444,0.12083333333333335
60,56,299,0.03943583369321193,0.12291666666666656
60,56,300,0.06149427596660519,0.125
60,56,301,0.08315385481710763,0.12708333333333344
60,56,302,0.10566689131401462,0.12916666666666665
60,56,303,0.12824940374391863,0.1312500000000001
60,56,304,0.14861753441568268,0.1333333333333333
60,56,305,0.1693456837865953,0.13541666666666674
60,56,306,0.1886169155719496,0.13749999999999996
60,56,307,0.2077803651199004,0.1395833333333334
60,56,308,0.22872730944663605,0.1416666666666666
60,56,309,0.24910222023609455,0.14375000000000004
60,56,310,0.27115886927045496,0.14583333333333326
60,56,311,0.29300348048596403,0.1479166666666667
60,56,312,0.31319917051483137,0.1499999999999999
60,56,313,0.3337440704831185,0.15208333333333335
60,56,314,0.3520136264757585,0.15416666666666656
60,56,315,0.3703555071372552,0.15625
60,56,316,0.3896213876122351,0.15833333333333344
60,56,317,0.4082661804325086,0.16041666666666665
